MATEST,MATESTCD,SPECIES,STRAIN,SEX,MASPEC,MASTRESC,MAFREQ,N
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,STOMACH,UNREMARKABLE,1,123
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,TESTIS,UNREMARKABLE,1,123
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,THYMUS,UNREMARKABLE,0.975609756,123
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,THYMUS,MOTTLED,0.008130081,123
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,THYMUS,SMALL,0.008130081,123
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,THYMUS,DARK AREA,0.008130081,123
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,TONGUE,UNREMARKABLE,1,118
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,TRACHEA,UNREMARKABLE,1,131
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,URETER,UNREMARKABLE,1,25
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,URINARY BLADDER,UNREMARKABLE,1,123
Gross Pathological Examination,GROSPATH,RABBIT,NEW ZEALAND,M,WHOLE ANIMAL,UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,MASS,0.409090909,22
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,THICKENED,0.318181818,22
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,"FOCUS/FOCI, YELLOW",0.045454545,22
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,DISCOLORED,0.045454545,22
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,"DISCOLORATION, YELLOW",0.045454545,22
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,UNREMARKABLE,0.045454545,22
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,EDEMA,0.045454545,22
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,GELATINOUS,0.045454545,22
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"ADIPOSE TISSUE, BROWN",UNREMARKABLE,1,52
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"ADIPOSE TISSUE, WHITE",UNREMARKABLE,1,65
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ALL TISSUES,UNREMARKABLE,0.937321937,351
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ALL TISSUES,NO NECROPSY OBSERVATIONS NOTED,0.062678063,351
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"ARTERY, AORTA",UNREMARKABLE,0.996507313,4581
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"ARTERY, AORTA",NO VISIBLE LESIONS,0.003274394,4581
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"ARTERY, AORTA",ENLARGED,0.000218293,4581
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"ARTERY, ILIAC",UNREMARKABLE,1,80
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, ABDOMINAL",UNREMARKABLE,0.963414634,246
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, ABDOMINAL",ADHESION,0.012195122,246
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, ABDOMINAL",MASS,0.008130081,246
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, ABDOMINAL",FLUID,0.004065041,246
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, ABDOMINAL",ABUNREMARKABLE CONTENTS,0.004065041,246
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, ABDOMINAL","FLUID, RED",0.004065041,246
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, ABDOMINAL","FLUID, GREEN",0.004065041,246
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, CRANIAL",UNREMARKABLE,0.989010989,91
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, CRANIAL",ADHESION,0.010989011,91
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, NASAL",UNREMARKABLE,1,1217
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, ORAL",UNREMARKABLE,1,134
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, PERICARDIAL",UNREMARKABLE,0.985714286,70
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, PERICARDIAL",FLUID,0.014285714,70
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, THORACIC",UNREMARKABLE,0.970464135,237
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, THORACIC",ADHESION,0.012658228,237
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, THORACIC",ABUNREMARKABLE CONTENTS,0.008438819,237
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, THORACIC","FLUID, RED",0.004219409,237
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BODY CAVITY, THORACIC",MATERIAL ACCUMULATION,0.004219409,237
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BONE,UNREMARKABLE,0.990909091,110
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BONE,MASS,0.009090909,110
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BONE MARROW,UNREMARKABLE,1,425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE MARROW, FEMUR",UNREMARKABLE,0.999343832,1524
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE MARROW, FEMUR",DISCOLORED,0.000656168,1524
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE MARROW, STERNUM",UNREMARKABLE,1,1872
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE MARROW, TIBIA",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, FEMUR",UNREMARKABLE,0.9995905,2442
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, FEMUR",THINNING,0.0004095,2442
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, FEMUR/JOINT, FEMOROTIBIAL",UNREMARKABLE,0.942748092,262
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, FEMUR/JOINT, FEMOROTIBIAL",NO VISIBLE LESIONS,0.057251908,262
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, STERNUM",UNREMARKABLE,0.993834772,2433
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, STERNUM",NO VISIBLE LESIONS,0.006165228,2433
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, TIBIA",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, VERTEBRA",UNREMARKABLE,0.571428571,35
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BONE, VERTEBRA",NO VISIBLE LESIONS,0.428571429,35
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BRAIN,UNREMARKABLE,0.957003257,4605
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BRAIN,DEPRESSED AREA,0.039087948,4605
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BRAIN,NO VISIBLE LESIONS,0.003257329,4605
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BRAIN,HOLE,0.000217155,4605
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BRAIN,CYST,0.000217155,4605
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BRAIN,"FOCUS/FOCI, RED",0.000217155,4605
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"BRAIN, OLFACTORY BULB",UNREMARKABLE,1,53
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,BRONCHUS,UNREMARKABLE,1,149
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,CARINA,UNREMARKABLE,1,125
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,CERVIX,UNREMARKABLE,0.991499227,2588
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,CERVIX,NO VISIBLE LESIONS,0.005795981,2588
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,CERVIX,MASS,0.001545595,2588
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,CERVIX,LARGE,0.001159196,2588
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EAR,UNREMARKABLE,0.974789916,119
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EAR,NODULE,0.008403361,119
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EAR,SCAB,0.008403361,119
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EAR,SWOLLEN/THICKENED,0.008403361,119
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EAR CANAL,UNREMARKABLE,1,1
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"EAR, COCHLEA",UNREMARKABLE,1,72
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EPIDIDYMIS,UNREMARKABLE,1,8
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ESOPHAGUS,UNREMARKABLE,0.996512642,4588
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ESOPHAGUS,NO VISIBLE LESIONS,0.003269398,4588
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,ESOPHAGUS,ABUNREMARKABLE CONTENTS,0.00021796,4588
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,UNREMARKABLE,0.993536473,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,NO VISIBLE LESIONS,0.003462604,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,CLOUDY,0.000692521,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,FOCUS,0.000461681,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,NOT PRESENT,0.000461681,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,ABUNREMARKABLE AREA(S),0.000461681,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,"DISCOLORATION, RED",0.00023084,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,SMALL,0.00023084,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,DISCOLORED,0.00023084,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYE,DARK AREA,0.00023084,4332
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,EYELID,UNREMARKABLE,1,45
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,FOOT,SORE,0.455882353,68
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,FOOT,UNREMARKABLE,0.323529412,68
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,FOOT,SCAB,0.147058824,68
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,FOOT,SWOLLEN,0.058823529,68
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,FOOT,"ULCER, PLANTAR/PALMAR",0.014705882,68
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,FORELIMB,UNREMARKABLE,1,51
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GANGLION, CERVICOTHORACIC",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GANGLION, DORSAL ROOT",UNREMARKABLE,1,81
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GANGLION, TRIGEMINAL/NERVE, TRIGEMINAL",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,GINGIVA,UNREMARKABLE,1,81
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",UNREMARKABLE,0.970277838,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",ENLARGED,0.008184364,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",DISCOLORED,0.004522938,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",NO VISIBLE LESIONS,0.00323067,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",LARGE,0.002799914,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",ENLARGEMENT,0.001507646,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",SMALL,0.000861512,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",DARK FOCUS,0.000646134,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL","INCREASED SIZE,ENLARGED",0.000646134,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",DISCOLORATION,0.000646134,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",BLACK FOCUS,0.000646134,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL","DISCOLORATION, RED",0.000646134,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",CYST,0.000646134,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",MASS,0.000646134,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",DARK DISCOLORATION,0.000430756,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",PALE DISCOLORATION,0.000430756,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",PALE,0.000430756,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",FOCUS,0.000430756,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL","FOCUS/FOCI, TAN",0.000430756,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",PALE AREA,0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL","RIGHT, DISCOLORATION, GRAY, DIFFUSE",0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL","RIGHT, SMALL",0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",NODULE,0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL","WHITE FOCUS, MULTIPLE",0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL","DECREASED SIZE,SMALL, LEFT",0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL","DARK FOCUS, FEW",0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",DARK AREA,0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, ADRENAL",PALE FOCUS,0.000215378,4643
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, CLITORAL",UNREMARKABLE,0.981788079,604
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, CLITORAL",NOT IDENTIFIED,0.006622517,604
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, CLITORAL",ENLARGED,0.003311258,604
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, CLITORAL",MASS,0.003311258,604
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, CLITORAL",MASS(ES),0.001655629,604
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, CLITORAL",DISCOLORED,0.001655629,604
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, CLITORAL",LARGE,0.001655629,604
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, HARDERIAN",UNREMARKABLE,0.994020114,3679
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, HARDERIAN",NO VISIBLE LESIONS,0.004077195,3679
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, HARDERIAN",DISCOLORED,0.000815439,3679
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, HARDERIAN",NOT PRESENT,0.000543626,3679
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, HARDERIAN",DISCOLORATION,0.000271813,3679
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, HARDERIAN",ENLARGED,0.000271813,3679
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, LACRIMAL",UNREMARKABLE,0.989637306,1544
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, LACRIMAL",NO VISIBLE LESIONS,0.009715026,1544
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, LACRIMAL",DISCOLORED,0.000647668,1544
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",UNREMARKABLE,0.925885439,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",MASS,0.051158723,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",MASS(ES),0.013117621,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",NO VISIBLE LESIONS,0.003279405,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",THICKENED,0.002623524,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",SWOLLEN/THICKENED,0.001967643,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",MASS/NODULE,0.001093135,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",CYST,0.000437254,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",THICKENING,0.000218627,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, MAMMARY",MASSES WHITE,0.000218627,4574
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PARATHYROID",UNREMARKABLE,0.999375,3200
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PARATHYROID",NOT IDENTIFIED,0.0003125,3200
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PARATHYROID",NOT PRESENT,0.0003125,3200
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",UNREMARKABLE,0.881947436,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",ENLARGED,0.056225765,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",MASS,0.038130116,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",LARGE,0.006462732,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",ENLARGEMENT,0.00538561,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",NO VISIBLE LESIONS,0.003231366,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",DISCOLORED,0.003015941,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",ABUNREMARKABLE SHAPE,0.001723395,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",RAISED AREA,0.001723395,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",ABUNREMARKABLE COLOUR,0.000430849,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",DARK AREA,0.000215424,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",CYST,0.000215424,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY","FOCUS/FOCI, RED",0.000215424,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",MASS RED,0.000215424,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",DARK RED FOCUS,0.000215424,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY","CYST, SINGLE",0.000215424,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY","DISCOLORATION, RED",0.000215424,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PITUITARY",SIZE INCREASED,0.000215424,4642
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, PROSTATE",UNREMARKABLE,1,8
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SALIVARY",UNREMARKABLE,0.974619289,591
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SALIVARY",NO VISIBLE LESIONS,0.025380711,591
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SALIVARY, PAROTID",UNREMARKABLE,1,1529
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SALIVARY, SUBLINGUAL",UNREMARKABLE,1,1613
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SALIVARY, SUBMANDIBULAR",UNREMARKABLE,0.999244142,3969
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SALIVARY, SUBMANDIBULAR",NOT PRESENT,0.000503905,3969
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SALIVARY, SUBMANDIBULAR",GELATINOUS MATERIAL,0.000251953,3969
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SALIVARY, SUBMANDIBULAR/GLAND, SALIVARY, SUBLINGUAL",UNREMARKABLE,1,79
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SEMINAL VESICLE",UNREMARKABLE,1,14
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, SEMINAL VESICLE/GLAND, COAGULATING",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",UNREMARKABLE,0.992518703,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",SMALL,0.001870324,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",MASS,0.000935162,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",DISCOLORED,0.000935162,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",ENLARGED,0.000935162,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID","DISCOLORATION, RED",0.000623441,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",LARGE,0.000623441,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID","DISCOLORATION, PALE",0.000311721,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",NOT IDENTIFIED,0.000311721,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",ENLARGEMENT,0.000311721,3208
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,F,"GLAND, THYROID",NOT PRESENT,0.000311721,3208
