MITEST,MITESTCD,SPECIES,STRAIN,SEX,MISPEC,MISTRESC,MIRESCAT,MIFREQ,N
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"LYMPH NODE, MESENTERIC",CONGESTION,NON-NEOPLASTIC,0.018867925,53
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"LYMPH NODE, MESENTERIC",ERYTHROPHAGOCYTOSIS,NON-NEOPLASTIC,0.018867925,53
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"LYMPH NODE, PAROTID",UNREMARKABLE,,1,6
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"LYMPH NODE, TRACHEOBRONCHIAL",UNREMARKABLE,,1,4
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"MEMBRANE, NICTITATING",UNREMARKABLE,,1,42
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"MUCOSA, NASAL",UNREMARKABLE,,1,6
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"MUSCLE, EXTRAOCULAR",UNREMARKABLE,,1,15
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"MUSCLE, RECTUS FEMORIS",UNREMARKABLE,,1,15
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"MUSCLE, SKELETAL",UNREMARKABLE,,1,39
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,NASAL TURBINATE,UNREMARKABLE,,1,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,NASOPHARYNX,UNREMARKABLE,,1,21
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"NERVE, OPTIC",UNREMARKABLE,,1,102
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"NERVE, SCIATIC",UNREMARKABLE,,1,67
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"NERVE, TIBIAL",UNREMARKABLE,,1,10
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,OVARY,UNREMARKABLE,,1,53
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,OVIDUCT,UNREMARKABLE,,0.928571429,14
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,OVIDUCT,CYST,NON-NEOPLASTIC,0.071428571,14
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,PANCREAS,UNREMARKABLE,,0.966666667,60
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,PANCREAS,HEMORRHAGE,NON-NEOPLASTIC,0.016666667,60
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,PANCREAS,ACCESSORY TISSUE,NON-NEOPLASTIC,0.016666667,60
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,PHARYNX,UNREMARKABLE,,1,6
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,PINNA,INFLAMMATION,NON-NEOPLASTIC,0.333333333,3
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,PINNA,HYPERPLASIA,NON-NEOPLASTIC,0.333333333,3
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,PINNA,UNREMARKABLE,,0.333333333,3
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SINUS,UNREMARKABLE,,0.526315789,38
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SINUS,INFLAMMATION,NON-NEOPLASTIC,0.473684211,38
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SITE, INJECTION",HEMORRHAGE,NON-NEOPLASTIC,0.28,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SITE, INJECTION",THROMBUS,NON-NEOPLASTIC,0.24,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SITE, INJECTION",INFILTRATE,NON-NEOPLASTIC,0.16,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SITE, INJECTION",INFLAMMATION,NON-NEOPLASTIC,0.12,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SITE, INJECTION",FIBROSIS,NON-NEOPLASTIC,0.08,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SITE, INJECTION",EDEMA,NON-NEOPLASTIC,0.04,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SITE, INJECTION",ULCER,NON-NEOPLASTIC,0.04,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SITE, INJECTION",NECROSIS,NON-NEOPLASTIC,0.04,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SKIN,UNREMARKABLE,,1,18
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SKIN/SUBCUTIS,UNREMARKABLE,,0.973684211,38
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SKIN/SUBCUTIS,EROSION/ULCER,NON-NEOPLASTIC,0.026315789,38
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SMALL INTESTINE, DUODENUM",UNREMARKABLE,,1,67
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SMALL INTESTINE, ILEUM",UNREMARKABLE,,1,61
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SMALL INTESTINE, JEJUNUM",UNREMARKABLE,,1,60
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SMALL INTESTINE, SACCULUS ROTUNDUS",UNREMARKABLE,,1,15
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SPINAL CORD,UNREMARKABLE,,1,11
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SPINAL CORD, CERVICAL",UNREMARKABLE,,1,43
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SPINAL CORD, LUMBAR",UNREMARKABLE,,1,22
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,"SPINAL CORD, THORACIC",UNREMARKABLE,,1,22
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SPLEEN,UNREMARKABLE,,0.893617021,47
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SPLEEN,PIGMENT,NON-NEOPLASTIC,0.063829787,47
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,SPLEEN,ACCUMULATION,NON-NEOPLASTIC,0.042553191,47
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,STOMACH,UNREMARKABLE,,0.955223881,67
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,STOMACH,VACUOLATION,NON-NEOPLASTIC,0.044776119,67
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,THYMUS,UNREMARKABLE,,0.962962963,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,THYMUS,HEMORRHAGE,NON-NEOPLASTIC,0.018518519,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,THYMUS,CONGESTION,NON-NEOPLASTIC,0.018518519,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,TONGUE,UNREMARKABLE,,1,46
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,TRACHEA,UNREMARKABLE,,1,63
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,URETER,UNREMARKABLE,,1,5
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,URINARY BLADDER,UNREMARKABLE,,0.909090909,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,URINARY BLADDER,VACUOLATION,NON-NEOPLASTIC,0.090909091,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,UTERUS,UNREMARKABLE,,1,46
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,UTERUS/CERVIX,UNREMARKABLE,,1,15
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,F,VAGINA,UNREMARKABLE,,1,62
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"ARTERY, AORTA",UNREMARKABLE,,1,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"BODY CAVITY, NASAL",UNREMARKABLE,,1,6
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,BONE MARROW,UNREMARKABLE,,1,12
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"BONE MARROW, FEMUR",UNREMARKABLE,,1,15
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"BONE, FEMUR",UNREMARKABLE,,1,12
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"BONE, FEMUR/JOINT, FEMOROTIBIAL",UNREMARKABLE,,1,21
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"BONE, STERNUM",UNREMARKABLE,,1,18
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"BONE, VERTEBRA",FRACTURE,NON-NEOPLASTIC,1,1
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,BRAIN,UNREMARKABLE,,0.96,75
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,BRAIN,VACUOLATION,NON-NEOPLASTIC,0.04,75
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"BRAIN, OLFACTORY BULB",UNREMARKABLE,,1,8
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,CONJUNCTIVA,UNREMARKABLE,,1,3
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"CONJUNCTIVA, BULBAR",UNREMARKABLE,,1,29
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"CONJUNCTIVA, PALPEBRAL",UNREMARKABLE,,1,57
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,EPIDIDYMIS,UNREMARKABLE,,0.981818182,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,EPIDIDYMIS,GERM CELL DEPLETION,NON-NEOPLASTIC,0.018181818,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,ESOPHAGUS,UNREMARKABLE,,1,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,EYE,UNREMARKABLE,,0.97826087,92
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,EYE,DEGENERATION,NON-NEOPLASTIC,0.010869565,92
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,EYE,EDEMA,NON-NEOPLASTIC,0.010869565,92
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"EYE, CILIARY BODY",UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"EYE, CORNEA",UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"EYE, IRIS",UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"EYE, LENS",UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"EYE, RETINA",UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"EYE, SCLERA",UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,EYELID,UNREMARKABLE,,1,100
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,GALLBLADDER,UNREMARKABLE,,1,47
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GANGLION, DORSAL ROOT",UNREMARKABLE,,1,10
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GANGLION, TRIGEMINAL/NERVE, TRIGEMINAL",UNREMARKABLE,,1,6
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,GLAND OF THE THIRD EYELID,UNREMARKABLE,,1,18
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, ADRENAL",UNREMARKABLE,,0.933333333,60
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, ADRENAL",ECTOPIC TISSUE,NON-NEOPLASTIC,0.033333333,60
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, ADRENAL",HEMORRHAGE,NON-NEOPLASTIC,0.016666667,60
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, ADRENAL",CONGESTION,NON-NEOPLASTIC,0.016666667,60
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, HARDERIAN",UNREMARKABLE,,1,94
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, LACRIMAL",UNREMARKABLE,,0.951219512,123
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, LACRIMAL",NECROSIS,NON-NEOPLASTIC,0.048780488,123
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, MAMMARY",UNREMARKABLE,,1,26
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, PARATHYROID",UNREMARKABLE,,1,34
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, PITUITARY",UNREMARKABLE,,0.942307692,52
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, PITUITARY",CYST,NON-NEOPLASTIC,0.057692308,52
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, PROSTATE",UNREMARKABLE,,0.925925926,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, PROSTATE",HYPERPLASIA,NON-NEOPLASTIC,0.074074074,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, SALIVARY",UNREMARKABLE,,1,12
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, SALIVARY, PAROTID",UNREMARKABLE,,1,5
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, SALIVARY, SUBMANDIBULAR",UNREMARKABLE,,1,42
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, SEMINAL VESICLE",UNREMARKABLE,,0.981818182,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, SEMINAL VESICLE",ATROPHY,NON-NEOPLASTIC,0.018181818,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"GLAND, THYROID",UNREMARKABLE,,1,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,GUT-ASSOCIATED LYMPHOID TISSUE,UNREMARKABLE,,1,12
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,HEART,UNREMARKABLE,,1,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,JOINT,HYPERTROPHY/HYPERPLASIA,NON-NEOPLASTIC,0.5,14
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,JOINT,UNREMARKABLE,,0.357142857,14
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,JOINT,HEMORRHAGE,NON-NEOPLASTIC,0.142857143,14
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,KIDNEY,UNREMARKABLE,,0.769230769,65
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,KIDNEY,MINERALIZATION,NON-NEOPLASTIC,0.107692308,65
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,KIDNEY,BASOPHILIA,NON-NEOPLASTIC,0.076923077,65
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,KIDNEY,CAST,NON-NEOPLASTIC,0.015384615,65
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,KIDNEY,INFILTRATE,NON-NEOPLASTIC,0.015384615,65
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,KIDNEY,DILATATION,NON-NEOPLASTIC,0.015384615,65
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LARGE INTESTINE, APPENDIX",UNREMARKABLE,,1,16
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LARGE INTESTINE, CECUM",UNREMARKABLE,,0.985074627,67
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LARGE INTESTINE, CECUM",EDEMA,NON-NEOPLASTIC,0.014925373,67
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LARGE INTESTINE, COLON",UNREMARKABLE,,1,68
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LARGE INTESTINE, RECTUM",UNREMARKABLE,,0.97826087,46
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LARGE INTESTINE, RECTUM",DEGENERATION/REGENERATION,NON-NEOPLASTIC,0.02173913,46
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LARYNX,UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LIVER,UNREMARKABLE,,0.87037037,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LIVER,CYTOPLASMIC ALTERATION,NON-NEOPLASTIC,0.037037037,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LIVER,INFILTRATE,NON-NEOPLASTIC,0.018518519,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LIVER,HYPERPLASIA,NON-NEOPLASTIC,0.018518519,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LIVER,HEMORRHAGE,NON-NEOPLASTIC,0.018518519,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LIVER,VACUOLATION,NON-NEOPLASTIC,0.018518519,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LIVER,FIBROSIS,NON-NEOPLASTIC,0.018518519,54
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LUNG,UNREMARKABLE,,1,33
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LUNG/BRONCHUS,UNREMARKABLE,,0.44,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LUNG/BRONCHUS,INFLAMMATION,NON-NEOPLASTIC,0.28,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LUNG/BRONCHUS,INFILTRATE,NON-NEOPLASTIC,0.16,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,LUNG/BRONCHUS,HYPERPLASIA,NON-NEOPLASTIC,0.12,25
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LYMPH NODE, AXILLARY",UNREMARKABLE,,1,13
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LYMPH NODE, MANDIBULAR",UNREMARKABLE,,0.984375,64
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LYMPH NODE, MANDIBULAR",HEMORRHAGE,NON-NEOPLASTIC,0.015625,64
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LYMPH NODE, MEDIASTINAL",UNREMARKABLE,,1,1
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LYMPH NODE, MESENTERIC",UNREMARKABLE,,1,51
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LYMPH NODE, PAROTID",UNREMARKABLE,,1,9
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"LYMPH NODE, TRACHEOBRONCHIAL",UNREMARKABLE,,1,2
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"MEMBRANE, NICTITATING",UNREMARKABLE,,1,44
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"MUCOSA, NASAL",UNREMARKABLE,,1,6
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"MUSCLE, EXTRAOCULAR",UNREMARKABLE,,1,16
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"MUSCLE, PSOAS",HEMORRHAGE,NON-NEOPLASTIC,1,1
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"MUSCLE, RECTUS FEMORIS",UNREMARKABLE,,1,15
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"MUSCLE, SKELETAL",UNREMARKABLE,,1,40
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,NASAL TURBINATE,UNREMARKABLE,,0.892857143,28
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,NASAL TURBINATE,DEGENERATION,NON-NEOPLASTIC,0.071428571,28
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,NASAL TURBINATE,FOREIGN MATERIAL,NON-NEOPLASTIC,0.035714286,28
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,NASOPHARYNX,UNREMARKABLE,,1,22
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"NERVE, OPTIC",UNREMARKABLE,,1,104
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"NERVE, SCIATIC",UNREMARKABLE,,1,69
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"NERVE, TIBIAL",UNREMARKABLE,,1,14
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,PANCREAS,UNREMARKABLE,,0.951612903,62
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,PANCREAS,ATROPHY,NON-NEOPLASTIC,0.032258065,62
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,PANCREAS,CONGESTION,NON-NEOPLASTIC,0.016129032,62
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,PHARYNX,UNREMARKABLE,,1,5
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,PINNA,UNREMARKABLE,,1,1
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,SINUS,UNREMARKABLE,,0.541666667,48
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,SINUS,INFLAMMATION,NON-NEOPLASTIC,0.458333333,48
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SITE, INJECTION",HEMORRHAGE,NON-NEOPLASTIC,0.304347826,23
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SITE, INJECTION",THROMBUS,NON-NEOPLASTIC,0.173913043,23
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SITE, INJECTION",INFILTRATE,NON-NEOPLASTIC,0.173913043,23
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SITE, INJECTION",NECROSIS,NON-NEOPLASTIC,0.130434783,23
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SITE, INJECTION",INFLAMMATION,NON-NEOPLASTIC,0.086956522,23
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SITE, INJECTION",FIBROSIS,NON-NEOPLASTIC,0.086956522,23
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SITE, INJECTION",UNREMARKABLE,,0.043478261,23
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,SKIN,UNREMARKABLE,,1,18
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,SKIN/SUBCUTIS,UNREMARKABLE,,0.972972973,37
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,SKIN/SUBCUTIS,FIBROSIS,NON-NEOPLASTIC,0.027027027,37
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SMALL INTESTINE, DUODENUM",UNREMARKABLE,,0.985294118,68
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SMALL INTESTINE, DUODENUM",CONGESTION,NON-NEOPLASTIC,0.014705882,68
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SMALL INTESTINE, ILEUM",UNREMARKABLE,,1,62
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SMALL INTESTINE, JEJUNUM",UNREMARKABLE,,1,61
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SMALL INTESTINE, SACCULUS ROTUNDUS",UNREMARKABLE,,1,17
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,SPINAL CORD,UNREMARKABLE,,1,12
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SPINAL CORD, CERVICAL",UNREMARKABLE,,1,44
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SPINAL CORD, LUMBAR",UNREMARKABLE,,1,22
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,"SPINAL CORD, THORACIC",UNREMARKABLE,,1,22
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,SPLEEN,UNREMARKABLE,,0.924528302,53
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,SPLEEN,PIGMENT,NON-NEOPLASTIC,0.075471698,53
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,STOMACH,UNREMARKABLE,,0.955882353,68
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,STOMACH,EROSION,NON-NEOPLASTIC,0.029411765,68
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,STOMACH,VACUOLATION,NON-NEOPLASTIC,0.014705882,68
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,TESTIS,UNREMARKABLE,,0.93877551,49
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,TESTIS,DILATATION,NON-NEOPLASTIC,0.040816327,49
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,TESTIS,DEGENERATION,NON-NEOPLASTIC,0.020408163,49
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,THYMUS,UNREMARKABLE,,0.981132075,53
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,THYMUS,CONGESTION,NON-NEOPLASTIC,0.018867925,53
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,TONGUE,UNREMARKABLE,,1,47
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,TRACHEA,UNREMARKABLE,,0.984126984,63
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,TRACHEA,HYPERPLASIA,NON-NEOPLASTIC,0.015873016,63
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,URETER,UNREMARKABLE,,1,5
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,URINARY BLADDER,UNREMARKABLE,,0.909090909,55
Microscopic Examination,GHISTXQL,RABBIT,NEW ZEALAND,M,URINARY BLADDER,VACUOLATION,NON-NEOPLASTIC,0.090909091,55
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,UNREMARKABLE,,0.55,20
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,F,ADIPOSE TISSUE,NECROSIS,NON-NEOPLASTIC,0.15,20
