SPECIES,STRAIN,SEX,CLCAT,CLTEST,CLTESTCD,CLSTRESC,CLFREQ,N
MOUSE,C57BL/6,M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,EAR/PORTION OF EAR MISSING,0.004043127,742
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNREMARKABLE,0.774096386,1328
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:THINNING HAIR COAT,0.144578313,1328
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:MASS,0.072289157,1328
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:SCAB,0.006024096,1328
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,EYES:OPAQUE,0.001506024,1328
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNSCHEDULED DEATH REASON:FOUND DEAD,0.001506024,1328
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,UNREMARKABLE,0.666499812,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, THIN COVER",0.156175698,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, OILY",0.057189338,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN FIRM,0.045676386,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,OTHER (SEE COMMENT),0.039169065,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, SCAB",0.011012389,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, RED",0.009760981,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, GREEN",0.003879364,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,MALOCCLUSION,0.001376549,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"TEETH, BROKEN",0.001251408,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN SOFT,0.001001126,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,ABDOMINAL DISTENSION,0.001001126,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, WET",0.000875985,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"PENIS, PROTRUDING",0.000750845,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,TREMORS,0.000625704,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"EYE, PARTLY CLOSED",0.000500563,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,MASS PRESENT,0.000500563,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"EYE, DISCHARGE",0.000500563,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,ACTIVITY DECREASED,0.000375422,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,ABDOMINAL FIRM INTERNAL STRUCTURE,0.000375422,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,WEAK,0.000250282,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,DEHYDRATED SUSPECTED,0.000250282,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, LESION",0.000125141,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, BLUE",0.000125141,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,COLD TO TOUCH,0.000125141,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,HUNCHED POSTURE,0.000125141,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, DRY",0.000125141,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, LESION W/ DISCHARGE",0.000125141,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,WHISKERS MISSING,0.000125141,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"BREATHING, LABORED",0.000125141,7991
MOUSE,C57BL/6,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,0.808673469,392
MOUSE,C57BL/6,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EYE DISCOLORED,0.155612245,392
MOUSE,C57BL/6,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DISCHARGE,0.012755102,392
MOUSE,C57BL/6,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EYELID PARTIALLY/COMPLETELY CLOSED,0.007653061,392
MOUSE,C57BL/6,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HAIR ABSENT,0.005102041,392
MOUSE,C57BL/6,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EAR/PORTION OF EAR MISSING,0.005102041,392
MOUSE,C57BL/6,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SWELLING,0.00255102,392
MOUSE,C57BL/6,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN COLD TO TOUCH,0.00255102,392
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,UNREMARKABLE,0.99751634,7650
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,TAIL MISSING - PORTION,0.002352941,7650
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,ACTIVITY DECREASED,0.000130719,7650
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,UNREMARKABLE,0.9995317,27760
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,IMPAIRED GAIT,0.000252161,27760
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,HUNCHED,0.000108069,27760
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,THIN,0.000108069,27760
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNREMARKABLE,0.994428969,718
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:SCAB,0.005571031,718
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNREMARKABLE,0.994341091,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:THINNING HAIR COAT,0.001768409,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:BENT TAIL,0.0007781,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNSCHEDULED DEATH REASON:FOUND DEAD,0.000565891,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:HUNCHED,0.000353682,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,RESPIRATION:AUDIBLE,0.000282945,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:SCAB,0.000282945,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNSCHEDULED DEATH REASON:GENERAL DEBILITATION,0.000212209,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:THIN,0.000212209,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,EYES:DISCHARGE,0.000141473,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:COLD TO TOUCH,0.000141473,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,EYES:SQUINTING,0.000141473,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,EYES:PROTRUDING,0.000141473,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:SORE,0.000141473,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,BEHAVIOR:HYPOACTIVE,0.000141473,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,RESPIRATION:LABORED,0.000141473,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:LIMITED USE,7.07E-05,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:LOW CARRIAGE,7.07E-05,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:BROKEN SKIN,7.07E-05,14137
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL SIGNS,CS,UNREMARKABLE,0.995093916,7134
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL SIGNS,CS,DEHYDRATED SUSPECTED,0.002803476,7134
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL SIGNS,CS,THIN,0.000841043,7134
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL SIGNS,CS,HUNCHED POSTURE,0.000700869,7134
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ACTIVITY DECREASED,0.000560695,7134
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,0.972081218,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HAIR SPARSE,0.006979695,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL BENT,0.005076142,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SCABBED AREA,0.003648477,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DIGIT(S) MISSING,0.003648477,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NODULE,0.003489848,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ABRASION(S),0.001586294,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN DISCOLORED,0.000793147,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SWELLING,0.000793147,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL MISSING - PORTION,0.000634518,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DISCHARGE,0.000317259,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TEETH BROKEN,0.000158629,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ACTIVITY DECREASED,0.000158629,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,THIN,0.000158629,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ATAXIA,0.000158629,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN COLD TO TOUCH,0.000158629,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,CARRIAGE LOW,0.000158629,6304
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,UNREMARKABLE,0.944059406,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,NODULE,0.014851485,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,EYE OPACITY,0.012376238,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,THIN,0.006930693,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,RUFFLED FUR,0.005940594,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,WOUND,0.003465347,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,HUNCHED,0.003465347,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,SCAB,0.002970297,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,"RAPID, SHALLOW BREATHING",0.002475248,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,ALOPECIA,0.001980198,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,IMPAIRED GAIT,0.000990099,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DETAILED HANDS-ON OBSERVATIONS,DHO,DISCHARGE,0.00049505,2020
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DOSE OBSERVATIONS,DOSOBS,UNREMARKABLE,1,910
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DOSE SITE AND DERMAL OBSERVATIONS,DERMOBS,UNREMARKABLE,0.965517241,348
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,DOSE SITE AND DERMAL OBSERVATIONS,DERMOBS,WITHIN UNREMARKABLE LIMITS (NORM EYE),0.034482759,348
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,MORTALITY CHECK,MORT,UNREMARKABLE,0.999655986,20348
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,MORTALITY CHECK,MORT,THIN,9.83E-05,20348
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,MORTALITY CHECK,MORT,RUFFLED FUR,9.83E-05,20348
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,MORTALITY CHECK,MORT,DECREASED MOTOR ACTIVITY,4.91E-05,20348
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,MORTALITY CHECK,MORT,LABORED BREATHING,4.91E-05,20348
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,MORTALITY CHECK,MORT,HUNCHED,4.91E-05,20348
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,RODENT CLINICAL SIGNS,RDCS,UNREMARKABLE,0.992210905,1669
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,RODENT CLINICAL SIGNS,RDCS,SKIN AND FUR SIGNS:ALOPECIA,0.007789095,1669
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,RUFFLED FUR,0.2,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,HUNCHED,0.157142857,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,THIN,0.1,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,"RAPID, SHALLOW BREATHING",0.1,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,DECREASED MOTOR ACTIVITY,0.1,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,APPROVED MORIBUND,0.085714286,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,COLD TO TOUCH,0.057142857,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,EYE OPACITY,0.042857143,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,DISCHARGE,0.028571429,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,WOUND,0.028571429,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,SWELLING,0.028571429,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,URINARY INCONTINENCE,0.014285714,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,HYPOTHERMIA,0.014285714,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,LABORED BREATHING,0.014285714,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,SCAB,0.014285714,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,UNSCHEDULED OBSERVATIONS,UCS,TREMORS,0.014285714,70
MOUSE,CB6F1-TGN (RASH2),F,CLINICAL SIGNS,VIABILITY OBSERVATIONS,VIABOBS,UNREMARKABLE,1,860
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,UNREMARKABLE,0.993108019,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,SKIN DISCOLORED,0.001590457,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,SCABBED AREA,0.001590457,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,ACTIVITY DECREASED,0.001060305,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,LACRIMATION,0.000795229,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,EYELID PARTIALLY/COMPLETELY CLOSED,0.000795229,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,CARRIAGE LOW,0.000530152,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,BREATHING RAPID,0.000397614,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE CLINICAL OBSERVATION,GNOB,SKIN COLD TO TOUCH,0.000132538,7545
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,UNREMARKABLE,0.999395448,28120
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,RUFFLED FUR,0.000284495,28120
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,HUNCHED,0.000177809,28120
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,OBSERVED DEAD,7.11E-05,28120
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,DECREASED MOTOR ACTIVITY,3.56E-05,28120
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CAGESIDE OBSERVATIONS,CSO,TREMORS,3.56E-05,28120
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNREMARKABLE,0.982954545,704
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:THIN,0.004261364,704
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:ROUGH HAIRCOAT,0.004261364,704
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:HUNCHED,0.004261364,704
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:DISCOLORED SKIN,0.001420455,704
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNSCHEDULED DEATH REASON:GENERAL DEBILITATION,0.001420455,704
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNSCHEDULED DEATH REASON:FOUND DEAD,0.001420455,704
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNREMARKABLE,0.986921671,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:MISSING,0.002882858,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:SWOLLEN,0.00274223,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:DISCOLORED HAIRCOAT,0.00274223,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:MALOCCLUSION,0.002179722,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:SCAB,0.001335958,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:THINNING HAIR COAT,0.000492195,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,APPEARANCE:BENT TAIL,0.000421882,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNSCHEDULED DEATH REASON:GENERAL DEBILITATION,0.000140627,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,DISCHARGE:ORAL,7.03E-05,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SKIN AND PELAGE:PILOERECTION,7.03E-05,14222
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL SIGNS,CS,UNREMARKABLE,0.981795267,7141
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, PAPULE",0.016664333,7141
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL SIGNS,CS,DEHYDRATED SUSPECTED,0.000840218,7141
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, RED",0.000420109,7141
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL SIGNS,CS,HUNCHED POSTURE,0.000140036,7141
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN FIRM,0.000140036,7141
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,0.955961844,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL BENT,0.011287758,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SCABBED AREA,0.006677266,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SWELLING,0.005246423,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL MISSING - PORTION,0.004769475,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ABRASION(S),0.002702703,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MALOCCLUSION,0.00254372,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN DISCOLORED,0.001430843,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,POSTURE HUNCHED,0.00127186,6290
MOUSE,CB6F1-TGN (RASH2),M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ACTIVITY DECREASED,0.00127186,6290
